;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
447;215502.0;Compression Hosiery Class II  Kneecap  Flatbed Knit  Standard stock size;Compression Hosiery Class Ii Kneecap Flatbed Knit Standard Stock Size;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
451;215502.0;PEAK FLOW METER MICROPEAK STANDARD RANGE;Peak Flow Meter Micropeak Standard Range;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
453;858356.0;Salts Secuplast Aloe  Rings  25 mm  SAR25;Salts Secuplast Aloe Rings 25 Mm Sar25;858356.0;IN;3435.0;iodoquinol;['G01AC01']
460;209990.0;Clinifast  Leggings  Large Adult;Clinifast Leggings Large Adult;209990.0;IN;10223.0;sulfur;['D10AB02']
461;5657.0;PEAK FLOW METER MINI WRIGHT EN ISO 23747:2007 LOW RANGE;Peak Flow Meter Mini Wright En Iso 23747:2007 Low Range;5657.0;IN;5657.0;ifosfamide;['L01AA06']
462;153031.0;Dermablend Ultra-Corrective Foundation  Cream Stick  14  Nude;Dermablend Ultra-Corrective Foundation Cream Stick 14 Nude;153031.0;IN;5509.0;hydroquinone;['D11AX11']
466;197573.0;Etrivex Shampoo APPL 500MCG/G;Etrivex Shampoo Appl 500Mcg G;197573.0;IN;3255.0;desoximetasone;['D07AC03', 'D07XC02']
471;2593946.0;Autopen 24  Re-usable pen  3 ml  2-42 units  AN4200;Autopen 24 Re-Usable Pen 3 Ml 2-42 Units An4200;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
475;968663.0;Dermasilk  Gloves  Medium adult;Dermasilk Gloves Medium Adult;968663.0;IN;324072.0;dimethicone;['P03AX05']
480;1422107.0;Tubifast  2-Way Stretch Stockinette  7.5 cm x 5 m (blue line);Tubifast 2-Way Stretch Stockinette 7.5 Cm X 5 M Blue Line;1422107.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
481;377681.0;Dimeticone  Lotion  4 %;Dimeticone Lotion 4 %;377681.0;IN;324072.0;dimethicone;['P03AX05']
482;36387.0;Unilet Comfortouch  Lancets  type a and b  0.375mm/28 gauge;Unilet Comfortouch Lancets Type A And B 0.375Mm 28 Gauge;36387.0;IN;36387.0;sennosides, USP;['A06AB06']
487;215431.0;PEAK FLOW METER NSPIRE POCKET PEAK LOW RANGE;Peak Flow Meter Nspire Pocket Peak Low Range;215431.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
489;5657.0;Peak Flow Meter Nspire Pocket Peak En Iso 23747:2007 Standard Range;Peak Flow Meter Nspire Pocket Peak En Iso 23747:2007 Standard Range;5657.0;IN;5657.0;ifosfamide;['L01AA06']
490;1488329.0;Dermatonics Heel  Balm;Dermatonics Heel Balm;1488329.0;IN;1426.0;benzyl alcohol;['P03AX06']
491;978009.0;Imodium Classic  Capsules  2 mg;Imodium Classic Capsules 2 Mg;978009.0;IN;6468.0;loperamide;['A07DA03']
499;2593946.0;Humapen Memoir  Re-usable pen  3 ml  1-60 units;Humapen Memoir Re-Usable Pen 3 Ml 1-60 Units;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
510;240559.0;Clinimed Appeel  Sterile Medical Adhesive Remover Spray;Clinimed Appeel Sterile Medical Adhesive Remover Spray;240559.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
530;2593946.0;Humapen Luxura  Re-usable pen  3 ml  1-60 units;Humapen Luxura Re-Usable Pen 3 Ml 1-60 Units;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
544;1297960.0;EPADERM EMOLLIENT 500G PUMP;Epaderm Emollient 500G Pump;1297960.0;IN;6135.0;ketoconazole;['D01AC08', 'G01AF11', 'H02CA03', 'J02AB02']
555;308753.0;Sst Saliva Stimulating Tablet 100 Tabs;Sst Saliva Stimulating Tablet 100 Tabs;308753.0;IN;1596.0;bisacodyl;['A06AB02', 'A06AG02']
557;630265.0;Solution G  Catheter maintenance solution  3.23 %;Solution G Catheter Maintenance Solution 3.23 %;630265.0;IN;10030.0;stannous fluoride;['A01AA04']
571;340721.0;Glucomen (Fine) Lancet 0.45mm 26gauge;Glucomen Fine Lancet 0.45Mm 26Gauge;340721.0;IN;4850.0;glucose;['B05CX01', 'V04CA02', 'V06DC01']
572;1087043.0;Acti-Fast 2-Way Stretch  Stockinette  10.75 cm x 5 m (yellow line);Acti-Fast 2-Way Stretch Stockinette 10.75 Cm X 5 M Yellow Line;1087043.0;IN;8163.0;phenylephrine;['C01CA06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05']
595;197877.0;Freestyle  Lancets  0.5 mm/28 gauge;Freestyle Lancets 0.5 Mm 28 Gauge;197877.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
597;152000.0;Space Chamber Plus  Spacer device;Space Chamber Plus Spacer Device;152000.0;IN;612.0;aluminum hydroxide;['A02AB01']
598;215502.0;Compression Hosiery Class III  Anklet  Flatbed Knit  Standard stock size;Compression Hosiery Class Iii Anklet Flatbed Knit Standard Stock Size;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
599;215502.0;Compression Hosiery Class II  Kneecap  Circular Knit  Standard stock size;Compression Hosiery Class Ii Kneecap Circular Knit Standard Stock Size;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
607;1088604.0;Unistik 3 Comfort Lancet 1.8mm 28gauge;Unistik 3 Comfort Lancet 1.8Mm 28Gauge;1088604.0;IN;324072.0;dimethicone;['P03AX05']
609;1999003.0;SOFTCLIX II LANCETS;Softclix Ii Lancets;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
613;729818.0;Salts Healthcare Wipeaway Plus  No Sting Adhesive Remover Spray  WAP;Salts Healthcare Wipeaway Plus No Sting Adhesive Remover Spray Wap;729818.0;IN;1378.0;benzalkonium;['D08AJ01', 'D09AA11', 'R02AA16']
614;1483141.0;Elasticated Viscose Stockinette Tubifast 2-Way Stretch Green Line Medium Limb 5cmx3m;Elasticated Viscose Stockinette Tubifast 2-Way Stretch Green Line Medium Limb 5Cmx3M;1483141.0;IN;324072.0;dimethicone;['P03AX05']
619;2593946.0;Novopen 3  Re-usable pen  Classic;Novopen 3 Re-Usable Pen Classic;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
625;2604879.0;Xailin Ha  Eye Drops  Preservative Free  0.2 %;Xailin Ha Eye Drops Preservative Free 0.2 %;2604879.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
627;1233031.0;Theical-D3  Chewable tablets  1 gram + 880 units;Theical-D3 Chewable Tablets 1 Gram + 880 Units;1233031.0;IN;2418.0;cholecalciferol;['A11CC05']
637;1547660.0;Relvar Ellipta  Dry Powder Inhaler  184 micrograms + 22 micrograms/dose;Relvar Ellipta Dry Powder Inhaler 184 Micrograms + 22 Micrograms Dose;1547660.0;IN;41126.0;fluticasone;['D07AC17', 'R01AD08', 'R03BA05']
637;1547660.0;Relvar Ellipta  Dry Powder Inhaler  184 micrograms + 22 micrograms/dose;Relvar Ellipta Dry Powder Inhaler 184 Micrograms + 22 Micrograms Dose;1547660.0;PIN;705022.0;fluticasone furoate;['R01AD12', 'R03BA09']
640;1090496.0;Clinifast  Vest Long Sleeve  Large Adult;Clinifast Vest Long Sleeve Large Adult;1090496.0;IN;3289.0;dextromethorphan;['R05DA09']
645;1309303.0;Balance Activ Rx  Vaginal gel;Balance Activ Rx Vaginal Gel;1309303.0;IN;10171.0;sulfadiazine;['J01EC02']
648;1422107.0;Acti-Fast  Stockinette  7.5 cm x 5 m (blue line);Acti-Fast Stockinette 7.5 Cm X 5 M Blue Line;1422107.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
652;215502.0;Compression Hosiery Class III  Anklet  Circular Knit  Standard stock size;Compression Hosiery Class Iii Anklet Circular Knit Standard Stock Size;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
653;1422107.0;Tubifast  2-Way Stretch Stockinette  20 cm x 5 m (purple line);Tubifast 2-Way Stretch Stockinette 20 Cm X 5 M Purple Line;1422107.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
663;1053200.0;Artificial Saliva Dpf  Protective Spray;Artificial Saliva Dpf Protective Spray;1053200.0;IN;324072.0;dimethicone;['P03AX05']
668;892560.0;Femoston-Conti  Tablets  500 micrograms + 2.5 mg;Femoston-Conti Tablets 500 Micrograms + 2.5 Mg;892560.0;IN;7052.0;morphine;['N02AA01']
670;1926332.0;NOVOPEN 3 PEN JUNIOR GREEN 3ML 0.5 UNIT 1-35 UNITS;Novopen 3 Pen Junior Green 3Ml 0.5 Unit 1-35 Units;1926332.0;IN;86009.0;insulin lispro;['A10AB04', 'A10AC04', 'A10AD04']
678;1488329.0;Flexitol Heel Balm Emollient 75g;Flexitol Heel Balm Emollient 75G;1488329.0;IN;1426.0;benzyl alcohol;['P03AX06']
683;1090496.0;Comfifast Easy Wrap  Vest Long Sleeve  large adult;Comfifast Easy Wrap Vest Long Sleeve Large Adult;1090496.0;IN;3289.0;dextromethorphan;['R05DA09']
685;209990.0;Dermasilk  Shirt Roll Neck  Adult Large;Dermasilk Shirt Roll Neck Adult Large;209990.0;IN;10223.0;sulfur;['D10AB02']
690;1094908.0;Local Mixture : EUMOVATE/AQUEOUS;Local Mixture : Eumovate Aqueous;1094908.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
690;1094908.0;Local Mixture : EUMOVATE/AQUEOUS;Local Mixture : Eumovate Aqueous;1094908.0;PIN;7983.0;penicillin G procaine;['J01CE09']
694;1309303.0;Artelac Rebalance  Eye drops  0.15 %;Artelac Rebalance Eye Drops 0.15 %;1309303.0;IN;10171.0;sulfadiazine;['J01EC02']
719;2593946.0;Autopen 24  Re-usable pen  3 ml  1-21 units  AN4210;Autopen 24 Re-Usable Pen 3 Ml 1-21 Units An4210;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
722;247835.0;Autopen Classic Pen 3ml 2 Unit 2-42 Units;Autopen Classic Pen 3Ml 2 Unit 2-42 Units;247835.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
727;36676.0;Barkat  Par Baked Bread Rolls;Barkat Par Baked Bread Rolls;36676.0;IN;36676.0;sodium bicarbonate;['B05CB04', 'B05XA02']
729;1038747.0;Hylo-Fresh  Eye drops (preservative-free)  0.03 %;Hylo-Fresh Eye Drops Preservative-Free 0.03 %;1038747.0;IN;5499.0;hydrogen peroxide;['A01AB02', 'D08AX01', 'D11AX25', 'S02AA06']
731;220601.0;ONE TOUCH ULTRA STRIP STRIP;One Touch Ultra Strip Strip;220601.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
747;215502.0;Compression Hosiery Class II  Anklet  Circular Knit  Standard stock size;Compression Hosiery Class Ii Anklet Circular Knit Standard Stock Size;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
749;2593946.0;Bd Ultra  Re-usable pen  3ml;Bd Ultra Re-Usable Pen 3Ml;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
786;220601.0;one touch ultra test strip test strip;One Touch Ultra Test Strip Test Strip;220601.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
794;1798389.0;Carmellose Sodium  Preservative-free eye drops  0.5 %  0.4 ml unit dose;Carmellose Sodium Preservative-Free Eye Drops 0.5 % 0.4 Ml Unit Dose;1798389.0;IN;5224.0;heparin;['B01AB01', 'C05BA03', 'S01XA14']
799;209990.0;Comfifast Easy Wrap  Leggings  small adult;Comfifast Easy Wrap Leggings Small Adult;209990.0;IN;10223.0;sulfur;['D10AB02']
819;209990.0;aerochamber adult;Aerochamber Adult;209990.0;IN;10223.0;sulfur;['D10AB02']
826;207074.0;one touch ultra soft lancets lancets;One Touch Ultra Soft Lancets Lancets;207074.0;IN;6854.0;methoxsalen;['D05AD02', 'D05BA02']
829;1483141.0;Tubifast 2-Way Stretch Stockinette Elasticated Viscose Green Line Medium Limb 5cmx3m;Tubifast 2-Way Stretch Stockinette Elasticated Viscose Green Line Medium Limb 5Cmx3M;1483141.0;IN;324072.0;dimethicone;['P03AX05']
843;1356671.0;Microlet Lancets;Microlet Lancets;1356671.0;IN;1426.0;benzyl alcohol;['P03AX06']
857;2593946.0;Novopen 3  Re-usable pen  Demi;Novopen 3 Re-Usable Pen Demi;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
859;106258.0;E45 cream (Forum Health Products Ltd);E45 Cream Forum Health Products Ltd;106258.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
860;197454.0;CEPHALEXIN 500mg tablets;Cephalexin 500Mg Tablets;197454.0;IN;2231.0;cephalexin;['J01DB01']
861;308182.0;AMOXYCILLIN SOD CAP 250MG;Amoxycillin Sod Cap 250Mg;308182.0;IN;723.0;amoxicillin;['J01CA04']
863;2119390.0;Non-woven fabric swab 4ply non-sterile 10cm x 10cm;Non-Woven Fabric Swab 4Ply Non-Sterile 10Cm X 10Cm;2119390.0;IN;2119365.0;esketamine;['N01AX14', 'N06AX27']
865;1493160.0;Sharpsbin container 1 litre [DANIELS] DD477;Sharpsbin Container 1 Litre Daniels Dd477;1493160.0;IN;1378.0;benzalkonium;['D08AJ01', 'D09AA11', 'R02AA16']
867;212586.0;Sharpsafe disposal unit 1litre Yellow (Frontier Medical P...;Sharpsafe Disposal Unit 1Litre Yellow Frontier Medical P...;212586.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
870;866307.0;Tegretol Prolonged Release 400mg tablets (Novartis Pharmaceuticals UK Ltd);Tegretol Prolonged Release 400Mg Tablets Novartis Pharmaceuticals Uk Ltd;866307.0;IN;2002.0;carbamazepine;['N03AF01']
871;2037.0;CO-DYDRAMOL TAB 10MG/500MG;Co-Dydramol Tab 10Mg 500Mg;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
876;1000990.0;_CONVERTED DRUG;_Converted Drug;1000990.0;IN;7812.0;oxymetazoline;['D11AX27', 'R01AA05', 'R01AB07', 'S01GA04']
879;1244205.0;TETANUS VACCINE (SERVIER) 0.5 ml amp;Tetanus Vaccine Servier 0.5 Ml Amp;1244205.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
880;1488302.0;INFLUVAC SUB-UNIT 0.5 ml pre-filled syringe;Influvac Sub-Unit 0.5 Ml Pre-Filled Syringe;1488302.0;IN;4271.0;factor XIII;['B02BD07']
880;1488302.0;INFLUVAC SUB-UNIT 0.5 ml pre-filled syringe;Influvac Sub-Unit 0.5 Ml Pre-Filled Syringe;1488302.0;PIN;1488293.0;coagulation factor XIII a-subunit (recombinant);['B02BD11']
881;104849.0;PROZAC 20mg capsules;Prozac 20Mg Capsules;104849.0;IN;4493.0;fluoxetine;['N06AB03']
883;315610.0;CEPHRADINE caps 500 mg;Cephradine Caps 500 Mg;315610.0;IN;2239.0;cephradine;['J01DB09']
884;857299.0;Anafranil Capsules 25 mg;Anafranil Capsules 25 Mg;857299.0;IN;2597.0;clomipramine;['N06AA04']
886;208112.0;ALDACTIDE 25 TABS;Aldactide 25 Tabs;208112.0;IN;5487.0;hydrochlorothiazide;['C03AA03']
889;1535356.0;Flexiseq gel (Pro Bano Bio);Flexiseq Gel Pro Bano Bio;1535356.0;IN;9873.0;sodium fluoride;['A01AA01', 'A12CD01']
891;1183277.0;Trio Niltac Sting Free medical adhesive remover aerosol T...;Trio Niltac Sting Free Medical Adhesive Remover Aerosol T...;1183277.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
893;996982.0;PARACETAMO + CODEIN PHOSPHAT & BUCLIZIN tab 500mg+8mg+6.25mg;Paracetamo + Codein Phosphat & Buclizin Tab 500Mg+8Mg+6.25Mg;996982.0;IN;161.0;acetaminophen;['N02BE01']
893;996982.0;PARACETAMO + CODEIN PHOSPHAT & BUCLIZIN tab 500mg+8mg+6.25mg;Paracetamo + Codein Phosphat & Buclizin Tab 500Mg+8Mg+6.25Mg;996982.0;MIN;817579.0;acetaminophen / codeine;['N02AJ06']
896;106199.0;Flexitol 10% Urea cream (Thornton & Ross Ltd);Flexitol 10% Urea Cream Thornton & Ross Ltd;106199.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
897;317616.0;AMOXYCILLIN caps 500 mg;Amoxycillin Caps 500 Mg;317616.0;IN;723.0;amoxicillin;['J01CA04']
899;377933.0;SULPHATHIAZOLE + SULPHACETAMIDE & SUPHABENZAMIDE vaginal crm;Sulphathiazole + Sulphacetamide & Suphabenzamide Vaginal Crm;377933.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
900;374301.0;VITAMIN CAPSULES;Vitamin Capsules;374301.0;IN;11246.0;vitamin A;['A11CA01', 'D10AD02', 'R01AX02', 'S01XA02']
904;1370765.0;LOCOID SCALP LOTION;Locoid Scalp Lotion;1370765.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
904;1370765.0;LOCOID SCALP LOTION;Locoid Scalp Lotion;1370765.0;PIN;103468.0;hydrocortisone butyrate;['D07AB02']
909;21406.0;Co-dydramol 10 mg + 500 mg tablets;Co-Dydramol 10 Mg + 500 Mg Tablets;21406.0;IN;21406.0;ubidecarenone;['C01EB09']
910;432572.0;NORGESTREL + CONJUGATED OESTROGENS tabs 150mcg+625mcg;Norgestrel + Conjugated Oestrogens Tabs 150Mcg+625Mcg;432572.0;IN;4099.0;estrogens, conjugated (USP);['G03CA57']
911;978005.0;IMODIUM CLASSIC caps 2mg;Imodium Classic Caps 2Mg;978005.0;IN;6468.0;loperamide;['A07DA03']
912;1307051.0;Sterets Pre-injection swab (Molnlycke Health Care Ltd);Sterets Pre-Injection Swab Molnlycke Health Care Ltd;1307051.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
913;151802.0;FUCIDIN TAB 500;Fucidin Tab 500;151802.0;PIN;4608.0;fusidic acid;['D06AX01', 'D09AA02', 'J01XC01', 'S01AA13']
915;1666317.0;Scholl Softgrip crclr knt clsd t sto med [SSL INT] Class 2;Scholl Softgrip Crclr Knt Clsd T Sto Med Ssl Int Class 2;1666317.0;IN;4249.0;factor IX;['B02BD04']
916;1299655.0;Sigvaris 500 class 2 (23-32mmHg) below knee open toe lymp...;Sigvaris 500 Class 2 23-32Mmhg Below Knee Open Toe Lymp...;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
918;428898.0;GLUCOSAMIN HCl + CHONDROITI SULPHAT chewab tab 500mg + 400mg;Glucosamin Hcl + Chondroiti Sulphat Chewab Tab 500Mg + 400Mg;428898.0;IN;2473.0;chondroitin sulfates;['M01AX25']
919;2037.0;CO-DYDRAMOL tabs;Co-Dydramol Tabs;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
921;581662.0;Flotros 20mg tablets (Galen Ltd);Flotros 20Mg Tablets Galen Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
922;1299655.0;Sigva 500 Cla 2 ope toe bel kne stoc short medium [SIGVARIS];Sigva 500 Cla 2 Ope Toe Bel Kne Stoc Short Medium Sigvaris;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
924;485647.0;Soft Silicone + adhesive border wnd drs/pol fm/fil 10cmx10cm;Soft Silicone + Adhesive Border Wnd Drs Pol Fm Fil 10Cmx10Cm;485647.0;IN;4462.0;fluocinonide;['C05AA11', 'D07AC08']
927;152000.0;MAALOX SUS;Maalox Sus;152000.0;IN;612.0;aluminum hydroxide;['A02AB01']
928;7806.0;Sigvaris Traditional 500 class 2 (23-32mmHg) below knee o...;Sigvaris Traditional 500 Class 2 23-32Mmhg Below Knee O...;7806.0;IN;7806.0;oxygen;['V03AN01']
929;2284286.0;ISPAGHULA HUSK GLUTEN-FREE sf eff grans 3.5g;Ispaghula Husk Gluten-Free Sf Eff Grans 3.5G;2284286.0;IN;2418.0;cholecalciferol;['A11CC05']
930;4910.0;GLYCERIN SUP 4gm;Glycerin Sup 4Gm;4910.0;IN;4910.0;glycerin;['A06AG04', 'A06AX01']
931;227192.0;Hypotears  eye drops;Hypotears Eye Drops;227192.0;IN;8516.0;polyethylene glycols;['A06AD15']
933;220372.0;Estracombi Tts Patches;Estracombi Tts Patches;220372.0;IN;9601.0;scopolamine;['A04AD01', 'N05CM05', 'S01FA02']
935;1088869.0;Ferrograd C Tablets;Ferrograd C Tablets;1088869.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
936;282465.0;CALCIUM 500 tabs 1.25g;Calcium 500 Tabs 1.25G;282465.0;IN;1897.0;calcium carbonate;['A02AC01', 'A12AA04']
937;435020.0;Calcichew D3 500mg/400unit caplets (Shire Pharmaceuticals...;Calcichew D3 500Mg 400Unit Caplets Shire Pharmaceuticals...;435020.0;IN;2418.0;cholecalciferol;['A11CC05']
938;106199.0;Flexitol 10% Urea cream (LaCorium Health (UK) Ltd);Flexitol 10% Urea Cream Lacorium Health Uk Ltd;106199.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
939;142440.0;LIGNOCAINE HYDROCHLORIDE injection 1% [2ml amp];Lignocaine Hydrochloride Injection 1% 2Ml Amp;142440.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
941;151414.0;BECOTIDE 50 inhaler;Becotide 50 Inhaler;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
943;152056.0;DICLOFLEX mr tab 75mg;Dicloflex Mr Tab 75Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
944;1999003.0;Compression hosiery class II kneecap circular knit standa...;Compression Hosiery Class Ii Kneecap Circular Knit Standa...;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
947;308182.0;Amoxycillin capsules 250mg;Amoxycillin Capsules 250Mg;308182.0;IN;723.0;amoxicillin;['J01CA04']
951;8516.0;MACROGOL comp NPF oral pwdr 13.8g;Macrogol Comp Npf Oral Pwdr 13.8G;8516.0;IN;8516.0;polyethylene glycols;['A06AD15']
953;2281737.0;Trio Pearls sachets TR205 (Trio Healthcare Ltd);Trio Pearls Sachets Tr205 Trio Healthcare Ltd;2281737.0;IN;1047072.0;moxidectin;['P02CX03']
955;798304.0;Hepatyrix vaccine -;Hepatyrix Vaccine -;798304.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
957;216664.0;**DIPROSONE/DIPROBASE 25%;Diprosone Diprobase 25%;216664.0;IN;1514.0;betamethasone;['A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03']
959;282465.0;Calcium 500 tablets (Martindale Pharmaceuticals Ltd);Calcium 500 Tablets Martindale Pharmaceuticals Ltd;282465.0;IN;1897.0;calcium carbonate;['A02AC01', 'A12AA04']
963;808917.0;Pripsen Sachets;Pripsen Sachets;808917.0;IN;4550.0;fosfomycin;['J01XX01', 'S02AA17']
964;8516.0;MACROGOL comp NPF oral pwdr;Macrogol Comp Npf Oral Pwdr;8516.0;IN;8516.0;polyethylene glycols;['A06AD15']
965;581662.0;Unilet ComforTouch lancets 0.375mm/28gauge (Owen Mumford Ltd);Unilet Comfortouch Lancets 0.375Mm 28Gauge Owen Mumford Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
967;581549.0;OESTROGEL GEL 0.06%;Oestrogel Gel 0.06%;581549.0;IN;4083.0;estradiol;['G03CA03']
969;891710.0;HARMOGEN TABS 1.5MG;Harmogen Tabs 1.5Mg;891710.0;IN;324072.0;dimethicone;['P03AX05']
970;381044.0;ISOSORBIDE MONONITRA CAP 60;Isosorbide Mononitra Cap 60;381044.0;PIN;28004.0;isosorbide mononitrate;['C01DA14']
971;1545174.0;COLIFOAM_AERO 10% 20.8G (14 ENEM);Colifoam_Aero 10% 20.8G 14 Enem;1545174.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
972;581662.0;Centrum Advance tablets (Pfizer Consumer Healthcare Ltd);Centrum Advance Tablets Pfizer Consumer Healthcare Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
973;309112.0;Cephalexin Capsules 250mg;Cephalexin Capsules 250Mg;309112.0;IN;2231.0;cephalexin;['J01DB01']
974;216253.0;SOLVAY INFLUVAC PFS;Solvay Influvac Pfs;216253.0;IN;10600.0;timolol;['C07AA06', 'S01ED01']
976;639194.0;CO-PROXAMOL sf susp 32.5mg + 325mg;Co-Proxamol Sf Susp 32.5Mg + 325Mg;639194.0;IN;161.0;acetaminophen;['N02BE01']
980;215502.0;Scholl Softgrip class II ribbed sock standard stock size ...;Scholl Softgrip Class Ii Ribbed Sock Standard Stock Size ...;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
982;1299655.0;Sch Soft circ kni clo toe thi stoc medium [SSL INT] Class 2;Sch Soft Circ Kni Clo Toe Thi Stoc Medium Ssl Int Class 2;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
986;198245.0;CANESTEN pessary;Canesten Pessary;198245.0;IN;37806.0;terconazole;['G01AG02']
987;35465.0;ANTI-D (RHo) IMMUNOG INJ 50;Anti-D Rho Immunog Inj 50;35465.0;IN;35465.0;Rho(D) immune globulin;['J06BB01']
988;857366.0;Gauze swab 8ply non-sterile 10cm x 10cm (Robert Bailey & ...;Gauze Swab 8Ply Non-Sterile 10Cm X 10Cm Robert Bailey & ...;857366.0;IN;3743.0;econazole;['D01AC03', 'G01AF05']
989;202844.0;*TRILUDAN FORTE 120mg tablets;Triludan Forte 120Mg Tablets;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
992;692576.0;Magnaspartate (magnesium 10mmol) granules sachets (KoRa H...;Magnaspartate Magnesium 10Mmol Granules Sachets Kora H...;692576.0;IN;283742.0;esomeprazole;['A02BC05']
993;2023.0;INDOCID-R caps s/r 75 mg;Indocid-R Caps S R 75 Mg;2023.0;IN;2023.0;carbocysteine;['R05CB03']
994;331850.0;DOTHIEPIN TABS 75MG;Dothiepin Tabs 75Mg;331850.0;IN;3634.0;dothiepin;['N06AA16']
995;104155.0;Simpla G-Strap adult 383001 50cm (Coloplast Ltd);Simpla G-Strap Adult 383001 50Cm Coloplast Ltd;104155.0;IN;4910.0;glycerin;['A06AG04', 'A06AX01']
