original_rxcui,variable,rxcui,name
34693,IN,34693,propylene glycol
1009389,IN,10450,thiabendazole
198039,IN,4917,nitroglycerin
141859,IN,281,acyclovir
1117121,IN,9873,sodium fluoride
1010035,IN,6387,lidocaine
1101849,IN,33290,phenol
861206,IN,134615,brimonidine
262150,IN,262150,iron carbonyl
1368210,IN,1368210,olivine
1043620,IN,10553,thymol
335554,IN,36676,sodium bicarbonate
992530,IN,37801,terbinafine
215369,IN,11002,urea
992819,IN,27084,homatropine
1369563,IN,1369563,erythritol
9793,IN,9793,silver sulfadiazine
834102,IN,7984,penicillin V
750839,IN,4053,erythromycin
105071,IN,7407,nicotine
2205454,IN,51428,"insulin aspart, human"
1358207,IN,1358207,medronate
1373504,IN,4124,ethinyl estradiol
32950,IN,32950,patent blue violet
2389317,IN,1657128,influenza A virus (H1N1) antigen
1370781,IN,1370781,wheat gluten extract
196495,IN,52582,mesalamine
30198,IN,30198,monooctanoin
1426478,IN,1426478,lanolin alcohols
283294,IN,1151,ascorbic acid
91170,IN,91170,dihydro-alpha-ergocryptine
1424872,IN,21254,chlophedianol
1421461,IN,24941,ferrous fumarate
11422,IN,11422,zinc orotate
310273,IN,4278,famotidine
1099938,IN,1099937,adenovirus type 7 vaccine live
1250090,IN,53750,nonoxynol-9
1737778,IN,6387,lidocaine
807283,IN,6373,levonorgestrel
1011854,IN,6387,lidocaine
2566799,IN,191566,climbazole
1367184,IN,1367184,interleukin-5
876980,IN,324072,dimethicone
2628926,IN,1897,calcium carbonate
1094060,IN,1094060,dodecylbenzenesulfonic acid
1608477,IN,4850,glucose
1546205,IN,1546205,hirudin
1369775,IN,5640,ibuprofen
1543730,IN,6373,levonorgestrel
991291,IN,5933,iodine
285241,IN,285241,ginger extract
829647,IN,11256,vitamin E
34246,IN,10829,trimethoprim
562655,IN,1347,beclomethasone
1244925,IN,11258,vitamin K
215257,IN,161,acetaminophen
313884,IN,1897,calcium carbonate
316084,IN,5781,indomethacin
798477,IN,798361,hepatitis A vaccine (inactivated) strain HM175
114398,IN,2590,clobetasol
1370772,IN,5492,hydrocortisone
204709,IN,1952,camphor
2277550,IN,448,ethanol
374474,IN,11423,zinc oxide
562251,IN,48203,clavulanate
1368963,IN,21254,chlophedianol
2608530,IN,2608530,phospholipase D1
336967,IN,4495,flupenthixol
6400,IN,70611,linoleate
802685,IN,21579,copper sulfate
1116979,IN,1116979,European house dust mite allergenic extract
2474339,IN,21183,citric acid
809555,IN,1897,calcium carbonate
8462,IN,8462,podophyllin
1491862,IN,1491862,hepatitis A virus
202842,IN,21766,crotamiton
311502,IN,6750,menthol
1049382,IN,1378,benzalkonium
9511,IN,9511,Saccharomyces cerevisiae
1295799,IN,36345,selenium sulfide
93028,IN,8591,potassium chloride
315608,IN,2231,cephalexin
1657681,IN,797752,hepatitis B surface antigen vaccine
582753,IN,448,ethanol
1358484,IN,1358484,nylon 12
2610328,IN,2468231,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein"
1306235,IN,1306235,Equisetum arvense top extract
6387,IN,6387,lidocaine
1541735,IN,1541735,black catechu extract
134920,IN,3264,dexamethasone
202866,IN,6922,metronidazole
643496,IN,612,aluminum hydroxide
10735,IN,10735,trapidil
1012524,IN,6227,lanolin
204346,IN,8163,phenylephrine
1334747,IN,1334747,Fucus vesiculosus extract
686433,IN,52582,mesalamine
1049529,IN,8896,pseudoephedrine
966529,IN,19831,budesonide
198852,IN,9796,simethicone
1608379,IN,1608379,Ledum palustre whole extract
8588,IN,8588,potassium
1797917,IN,1347,beclomethasone
8727,IN,8727,progesterone
824186,IN,48203,clavulanate
310604,IN,5032,guaifenesin
2596,IN,2596,clomiphene
1291103,IN,5492,hydrocortisone
2231,IN,2231,cephalexin
3634,IN,3634,dothiepin
1187123,IN,4083,estradiol
201882,IN,7454,nitrofurantoin
866047,IN,36117,salmeterol
995666,IN,6676,meclizine
897049,IN,723,amoxicillin
213182,IN,42372,mupirocin
204913,IN,5933,iodine
1180757,IN,36117,salmeterol
309172,IN,2348,chloramphenicol
220003,IN,2358,chlorhexidine
1607001,IN,11248,vitamin B12
1541087,IN,1418,benzoyl peroxide
241834,IN,3008,cyclosporine
1191264,IN,10753,tretinoin
979444,IN,7688,metaproterenol
316910,IN,11256,vitamin E
724567,IN,7597,nystatin
1422922,IN,5933,iodine
7833,IN,7833,aminosalicylic acid
310429,IN,4603,furosemide
1363309,IN,2400,chlorpheniramine
202985,IN,78903,capreomycin
2531134,IN,327361,adalimumab
311498,IN,29787,methyl salicylate
1541091,IN,1418,benzoyl peroxide
90176,IN,90176,iron
311026,IN,1605101,insulin isophane
1116540,IN,1483317,hypochlorite
190283,IN,77492,tamsulosin
218164,IN,214688,magnesium lactate
352652,IN,25138,fluorescein
31945,IN,31945,nonivamide
151733,IN,68099,famciclovir
851054,IN,52885,monofluorophosphate
1992,IN,1992,capsaicin
374562,IN,2635,coal tar
196496,IN,52582,mesalamine
1493692,IN,1493692,Gelsemium sempervirens whole extract
1091092,IN,39952,zinc pyrithione
2837,IN,2837,copper
2462801,IN,1378,benzalkonium
830847,IN,3443,diltiazem
2045387,IN,1952,camphor
376455,IN,1514,betamethasone
898492,IN,898492,collagenase Clostridium histolyticum
1297091,IN,6672,mebendazole
2101501,IN,1952,camphor
1494206,IN,11423,zinc oxide
1300447,IN,27334,hypromellose
203600,IN,519,allopurinol
1011080,IN,10627,tobramycin
197456,IN,2239,cephradine
1090443,IN,2400,chlorpheniramine
1243283,IN,508,allantoin
259090,IN,324072,dimethicone
1362686,IN,1362686,diamond
1007608,IN,1359,belladonna alkaloids
203354,IN,7052,morphine
806606,IN,1399,benzocaine
314743,IN,314743,nux vomica extract
343663,IN,86009,insulin lispro
36572,IN,2019,carbidopa
2385338,IN,2385338,methylal
1099052,IN,253453,peginterferon alfa-2b
428485,IN,1897,calcium carbonate
7442,IN,7442,nitric oxide
1046611,IN,7247,naphazoline
1328307,IN,1328307,Ranunculus bulbosus extract
802663,IN,11002,urea
631504,IN,9863,sodium chloride
1726988,IN,1726988,sugammadex
248175,IN,3264,dexamethasone
797752,IN,797752,hepatitis B surface antigen vaccine
901291,IN,901291,vanilla bean allergenic extract
577312,IN,577312,"mineral oil, light"
58927,IN,17767,amlodipine
23742,IN,10763,triamterene
83929,IN,83929,abciximab
1310246,IN,1310246,Bos taurus ankle joint preparation
899780,IN,897403,orange pollen extract
830555,IN,763096,"poliovirus vaccine inactivated, type 1 (Mahoney)"
250315,IN,324039,Frangula preparation
313988,IN,4603,furosemide
6085,IN,6085,Juniperus communis whole extract
310539,IN,4815,glyburide
687195,IN,2635,coal tar
1658470,IN,854930,Streptococcus pneumoniae type 1 capsular polysaccharide antigen
2473284,IN,4850,glucose
867331,IN,852209,yellow dock pollen extract
2449,IN,2449,choline
1085767,IN,10759,triamcinolone
1922745,IN,1922745,Poa pratensis allergenic extract
1089990,IN,1378,benzalkonium
220684,IN,6832,methenamine
326374,IN,326374,norelgestromin
316082,IN,5781,indomethacin
1043249,IN,37935,tetrahydrozoline
6205,IN,6205,Lactobacillus acidophilus
202479,IN,6470,lorazepam
206969,IN,5781,indomethacin
535,IN,535,alpha 1-antitrypsin
1048452,IN,2685,colestipol
352845,IN,11256,vitamin E
1309226,IN,1309226,chamomile extract
645943,IN,4053,erythromycin
2166616,IN,2166616,London planetree
85783,IN,29046,lisinopril
800311,IN,8737,proline
1091,IN,1091,arginine
1809416,IN,5666,immunoglobulin G
1976,IN,1976,cannabinol
7288,IN,7288,Neisseria meningitidis
2468239,IN,763096,"poliovirus vaccine inactivated, type 1 (Mahoney)"
1358781,IN,4124,ethinyl estradiol
1998,IN,1998,captopril
1250713,IN,5924,inulin
108758,IN,42372,mupirocin
2288430,IN,2288236,ozanimod
142407,IN,142407,calcium ascorbate
807302,IN,618974,4-aminobenzoate
750157,IN,18631,azithromycin
1659445,IN,5492,hydrocortisone
580261,IN,69120,tiotropium
2467736,IN,2623,clotrimazole
1093060,IN,2596,clomiphene
212033,IN,1191,aspirin
311048,IN,1605101,insulin isophane
199442,IN,1085787,butylscopolamine
1305205,IN,10454,thiamine
892798,IN,1399,benzocaine
827189,IN,9143,ranitidine
284810,IN,51428,"insulin aspart, human"
1421893,IN,6387,lidocaine
201961,IN,25025,finasteride
884074,IN,5492,hydrocortisone
1191319,IN,25126,fluocinolone
371192,IN,1897,calcium carbonate
1044977,IN,1044977,panthenol
68373,IN,3355,diclofenac
358601,IN,24941,ferrous fumarate
253182,IN,253182,"insulin, regular, human"
1309228,IN,1309228,Hypericum extract
1305547,IN,1305547,titanium
1922784,IN,10600,timolol
1014651,IN,10849,triprolidine
198884,IN,11002,urea
2172890,IN,221082,colloidal oatmeal
5653,IN,5653,idoxuridine
1659998,IN,314504,anti-inhibitor coagulant complex
904421,IN,46041,alendronate
253161,IN,253161,collagen hemostat
617954,IN,106212,calamine
311372,IN,28889,loratadine
1599,IN,1599,bismuth
251154,IN,2418,cholecalciferol
824190,IN,48203,clavulanate
1310128,IN,1310128,"Coffea arabica seed, roasted, extract"
1037184,IN,24941,ferrous fumarate
333293,IN,9796,simethicone
250463,IN,4448,floxacillin
1536433,IN,8591,potassium chloride
2123190,IN,2123126,romosozumab
753520,IN,6750,menthol
372942,IN,7004,mitotane
220957,IN,2635,coal tar
7980,IN,7980,penicillin G
40070,IN,3292,dextrothyroxine
198623,IN,24941,ferrous fumarate
1909,IN,1909,calcium glycerophosphate
91318,IN,2635,coal tar
215673,IN,1520,betaxolol
1376087,IN,1376087,Cestrum latifolium leaf extract
2589796,IN,11423,zinc oxide
1307815,IN,1307815,xanthan gum
828362,IN,34347,pramoxine
249869,IN,4083,estradiol
966536,IN,1347,beclomethasone
1355184,IN,1355184,Colchicum autumnale bulb extract
336161,IN,4910,glycerin
388311,IN,2002,carbamazepine
6553,IN,6446,lisuride
1429889,IN,6750,menthol
1737757,IN,6387,lidocaine
236741,IN,236741,magnesium sulfate heptahydrate
2049736,IN,1364105,pasireotide
999622,IN,110,oxyquinoline
1366116,IN,1291,bacitracin
2369353,IN,1312602,hydroxycitric acid
856483,IN,8787,propranolol
108959,IN,29365,calcipotriene
2181304,IN,22697,dexchlorpheniramine
199138,IN,11256,vitamin E
1797511,IN,2358,chlorhexidine
1733667,IN,1733667,Citrus limon whole extract
2607026,IN,24192,enrofloxacin
998701,IN,1897,calcium carbonate
1310564,IN,1310564,D&C red no. 7
1311188,IN,1311188,Pulsatilla vulgaris extract
762602,IN,762595,Salmonella typhi Ty21a live antigen
313841,IN,1151,ascorbic acid
1299659,IN,314881,undecylenate
199462,IN,3634,dothiepin
4603,IN,4603,furosemide
221108,IN,1605101,insulin isophane
1600597,IN,6373,levonorgestrel
1011814,IN,3992,epinephrine
2206090,IN,253182,"insulin, regular, human"
895989,IN,41126,fluticasone
351974,IN,6980,minocycline
992775,IN,6932,miconazole
2587313,IN,2587300,tixagevimab
198232,IN,9524,sulfasalazine
217263,IN,9796,simethicone
1366789,IN,6387,lidocaine
1310594,IN,1310594,polyethylene glycol 4000
562108,IN,42612,cromolyn
201747,IN,8691,primidone
1053207,IN,1390,benzethonium
356728,IN,17300,alfuzosin
313142,IN,9524,sulfasalazine
104378,IN,29046,lisinopril
1234482,IN,10454,thiamine
1550700,IN,851878,orchard grass pollen extract
2274241,IN,2274241,Euphrasia officinalis leaf extract
4716,IN,4716,gelatin
830883,IN,3443,diltiazem
892610,IN,892610,crab allergenic extract
1190801,IN,1223,atropine
1310948,IN,1897,calcium carbonate
966811,IN,33767,pirbuterol
861510,IN,2590,clobetasol
607868,IN,4850,glucose
351429,IN,7407,nicotine
1296820,IN,6135,ketoconazole
1043704,IN,7247,naphazoline
807219,IN,807219,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain"
3510,IN,3510,diphtheria antitoxin
491079,IN,7417,nifedipine
1251208,IN,2358,chlorhexidine
1364291,IN,1364291,lemon extract
1116154,IN,1291,bacitracin
379002,IN,11295,water
892539,IN,892539,clam allergenic extract
991060,IN,3361,dicyclomine
1486878,IN,2582,clindamycin
687148,IN,2635,coal tar
2539228,IN,4124,ethinyl estradiol
1298738,IN,1952,camphor
6972,IN,6972,mineral oil
643493,IN,612,aluminum hydroxide
1094498,IN,1085787,butylscopolamine
107129,IN,11295,water
103577,IN,113608,fusidate
2358,IN,2358,chlorhexidine
343211,IN,51428,"insulin aspart, human"
643816,IN,33290,phenol
250783,IN,2635,coal tar
1812951,IN,1812935,Vibrio cholerae CVD 103-HGR strain live antigen
798428,IN,797752,hepatitis B surface antigen vaccine
197288,IN,8356,piroxicam
90735,IN,2635,coal tar
82003,IN,82003,docusate
966765,IN,1347,beclomethasone
1542803,IN,1399,benzocaine
979092,IN,5521,hydroxychloroquine
865216,IN,9639,selegiline
312484,IN,8570,polyvinyl alcohol
1045345,IN,1399,benzocaine
1547777,IN,10391,tetracaine
1305100,IN,448,ethanol
803369,IN,797752,hepatitis B surface antigen vaccine
852139,IN,852136,Johnson grass pollen extract
897082,IN,10172,sulfadimethoxine
208397,IN,3478,dinoprostone
4024,IN,4024,"ergoloid mesylates, USP"
996757,IN,2670,codeine
2611703,IN,1999003,angiotensin II
543367,IN,11002,urea
966629,IN,1347,beclomethasone
2048034,IN,2048034,LP-20
2356,IN,2356,chlordiazepoxide
309368,IN,2623,clotrimazole
617314,IN,83367,atorvastatin
378834,IN,4099,"estrogens, conjugated (USP)"
413262,IN,20877,chloroxylenol
262418,IN,35296,ramipril
1492174,IN,1492174,pineapple extract
859088,IN,435,albuterol
244637,IN,11423,zinc oxide
1660016,IN,3992,epinephrine
1242404,IN,49276,doxazosin
1727009,IN,5499,hydrogen peroxide
1311638,IN,1311638,capryl methicone
8410,IN,8410,alteplase
374564,IN,11423,zinc oxide
202637,IN,4986,chorionic gonadotropin
28874,IN,1223,atropine
2566308,IN,2566291,Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine
2168083,IN,10759,triamcinolone
1085554,IN,314881,undecylenate
249220,IN,253182,"insulin, regular, human"
1658060,IN,798361,hepatitis A vaccine (inactivated) strain HM175
272,IN,272,activated charcoal
808955,IN,6750,menthol
105673,IN,105673,sodium ironedetate
1431150,IN,1431150,Nigella sativa seed oil
1310220,IN,1310220,Aconitum napellus extract
1729086,IN,4257,factor VIII
1300779,IN,845525,"Japanese encephalitis virus vaccine, inactivated"
327148,IN,19831,budesonide
1148138,IN,1148138,icatibant
630303,IN,10030,stannous fluoride
25086,IN,25086,florfenicol
2107764,IN,6387,lidocaine
880340,IN,2418,cholecalciferol
1046867,IN,52885,monofluorophosphate
351433,IN,7407,nicotine
1872070,IN,161,acetaminophen
1358974,IN,723,amoxicillin
117919,IN,1418,benzoyl peroxide
283577,IN,283577,Lycopodium clavatum preparation
315607,IN,2231,cephalexin
1242606,IN,6064,isotretinoin
218248,IN,88014,rizatriptan
1358619,IN,6902,methylprednisolone
1422172,IN,6387,lidocaine
284153,IN,284153,milk thistle fruit extract
313803,IN,1151,ascorbic acid
847241,IN,139825,insulin detemir
451463,IN,56161,sennoside B
197795,IN,5509,hydroquinone
1790650,IN,3289,dextromethorphan
105611,IN,1256,azathioprine
1809525,IN,5666,immunoglobulin G
352085,IN,321952,pimecrolimus
847232,IN,274783,insulin glargine
1305106,IN,1418,benzoyl peroxide
200083,IN,1992,capsaicin
2106766,IN,10637,tolnaftate
617716,IN,9639,selegiline
202817,IN,3008,cyclosporine
1430115,IN,1514,betamethasone
218795,IN,105669,polysaccharide iron complex
636183,IN,223779,potassium bitartrate
979293,IN,1952,camphor
142002,IN,27334,hypromellose
238270,IN,5464,hyaluronidase
153358,IN,134615,brimonidine
117040,IN,386938,follitropin alfa
1812011,IN,7417,nifedipine
10223,IN,10223,sulfur
312544,IN,34316,potassium nitrate
9853,IN,9853,sodium
198494,IN,1399,benzocaine
1649491,IN,1649480,ivabradine
373123,IN,7518,norgestrel
316771,IN,42330,terfenadine
542304,IN,7806,oxygen
581670,IN,4910,glycerin
1089997,IN,2358,chlorhexidine
246657,IN,2023,carbocysteine
284923,IN,1992,capsaicin
3288,IN,3288,dextroamphetamine
1038929,IN,34316,potassium nitrate
1797915,IN,10759,triamcinolone
2123234,IN,37935,tetrahydrozoline
152364,IN,24947,ferrous sulfate
1356,IN,1356,beeswax
802780,IN,11002,urea
205843,IN,10167,sulbactam
224949,IN,25126,fluocinolone
1052943,IN,37935,tetrahydrozoline
2584849,IN,62372,hyaluronate
208361,IN,3455,dimethyl sulfoxide
285165,IN,285165,Strychnos ignatii preparation
2273236,IN,2273236,polyvinyl alcohol (130000 MW)
367398,IN,25126,fluocinolone
1362937,IN,10637,tolnaftate
2533898,IN,2533898,Madia elegans whole extract
285018,IN,274783,insulin glargine
250521,IN,24591,ethynodiol
377618,IN,106212,calamine
1315108,IN,1315108,"arched swimming crab, cooked preparation"
73891,IN,73891,black currant oil
1086946,IN,29787,methyl salicylate
2606313,IN,39952,zinc pyrithione
835913,IN,6694,mefloquine
73454,IN,73455,doramectin
212339,IN,2231,cephalexin
991149,IN,6813,methadone
1088217,IN,27334,hypromellose
25138,IN,25138,fluorescein
865143,IN,4496,fluphenazine
197455,IN,2239,cephradine
802773,IN,6750,menthol
217612,IN,8928,psyllium
904554,IN,904554,karaya gum allergenic extract
261469,IN,1886,caffeine
1541933,IN,10223,sulfur
415974,IN,6750,menthol
2109620,IN,763096,"poliovirus vaccine inactivated, type 1 (Mahoney)"
836634,IN,2274413,"hepatitis A virus strain CR 326F antigen, inactivated"
315282,IN,281,acyclovir
6769,IN,6769,mercury
605971,IN,1897,calcium carbonate
313852,IN,60223,adapalene
1928864,IN,3992,epinephrine
1342487,IN,1342487,Caulophyllum thalictroides root extract
203594,IN,5492,hydrocortisone
319815,IN,319815,Bryonia preparation
250387,IN,33199,permethrin
1112246,IN,19959,acrivastine
308914,IN,1897,calcium carbonate
1186748,IN,797752,hepatitis B surface antigen vaccine
581672,IN,4910,glycerin
2372690,IN,1044269,selamectin
2479835,IN,2479831,"SARS-COV-2 (COVID-19) vaccine, vector non-replicating"
104052,IN,8761,propantheline
1311488,IN,1311488,poly(vinylpyrrolidone-co-vinyl-acetate)
1053188,IN,1378,benzalkonium
7514,IN,7514,norethindrone
1038856,IN,1378,benzalkonium
1241663,IN,448,ethanol
9949,IN,9949,soybean oil
316312,IN,7004,mitotane
894783,IN,894783,goose feather extract
92880,IN,1605101,insulin isophane
202869,IN,6922,metronidazole
1311133,IN,1311133,Larrea tridenta top extract
200251,IN,235496,"sodium phosphate, monobasic"
904815,IN,904815,white seedless grape allergenic extract
284771,IN,283810,bimatoprost
991086,IN,3361,dicyclomine
1039339,IN,448,ethanol
90249,IN,90249,natural graphite
1895,IN,1895,calcium
4888,IN,4888,glutaral
411,IN,411,air
1093073,IN,2596,clomiphene
749796,IN,1399,benzocaine
836635,IN,2274413,"hepatitis A virus strain CR 326F antigen, inactivated"
1426389,IN,1426389,Oldenlandia diffusa extract
217956,IN,37801,terbinafine
259581,IN,27334,hypromellose
896283,IN,852074,wing scale pollen extract
24292,IN,1191,aspirin
1812572,IN,1812572,hydrogenated poly(C6-14 olefin; 6 CST)
1000405,IN,7514,norethindrone
991323,IN,114202,lactate
1001066,IN,7812,oxymetazoline
1116938,IN,25121,flunixin
895697,IN,41126,fluticasone
308297,IN,1191,aspirin
1492439,IN,1492439,Symphytum officinale whole extract
2201593,IN,5492,hydrocortisone
1372298,IN,6972,mineral oil
402097,IN,358263,tadalafil
1102202,IN,10454,thiamine
1426869,IN,1426869,hydrobromic acid
324026,IN,87636,fexofenadine
55018,IN,55018,dibasic potassium phosphate
830460,IN,830457,rabies virus vaccine flury-lep strain
1797913,IN,10759,triamcinolone
329022,IN,215976,"magnesium, chelated"
748670,IN,684879,pyridoxine
197956,IN,6876,methyldopa
884749,IN,484348,omega-3 acid ethyl esters (USP)
802771,IN,6750,menthol
1117090,IN,1291,bacitracin
10255,IN,10255,suprofen
849052,IN,28439,lamotrigine
1099637,IN,7514,norethindrone
1292422,IN,1292422,varicella-zoster virus vaccine live (Oka-Merck) strain
1010755,IN,3992,epinephrine
217243,IN,31914,tiagabine
308892,IN,1897,calcium carbonate
1242613,IN,6064,isotretinoin
202368,IN,11124,vancomycin
605659,IN,46241,aluminum chloride
1250685,IN,6468,loperamide
312468,IN,8462,podophyllin
2391568,IN,161,acetaminophen
1311249,IN,1311249,Sus scrofa frontal lobe preparation
801094,IN,435,albuterol
1000736,IN,10169,sulfacetamide
1927024,IN,324072,dimethicone
308688,IN,1418,benzoyl peroxide
731463,IN,25789,glimepiride
543651,IN,10169,sulfacetamide
310536,IN,4815,glyburide
1304278,IN,1303855,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus"
