clean_name,rxcui
Scholl Elastic Yarn Flatbe Kni Kneeca Mtm Ssl Int Class 2,1730435
Magnaspartate Magnesium 10Mmol Granules Sachets Kora H...,692576
Indocid-R Caps S R 75 Mg,2023
Dothiepin Tabs 75Mg,331850
Simpla G-Strap Adult 383001 50Cm Coloplast Ltd,104155
Dalacin Intravaginal Cre,200010
Viteyes Original Formula Plus Lutein Capsules Butterflies Healthcare Ltd,835251
Evorel-Pak Pack,1291987
Mep Ult Vapour-Pe + Abs Pad Adh Fil Dre 9Cmx15Cm Molnlycke,11149
Macrogol Compound Oral Powder Sachets Npf,216171
Sofradex Ear Drops -,208813
Carbomer Eye Gel 0.2% Blumont,235535
Fortisip Compact Protein Liquid Flavour Not Specified,1441651
Keflex,203167
Aymes Shake Powder Flavour Not Specified,904158
Dicyclomine Tabs,3361
Cotton Wool,6227
Cephalexin Capsules 500 Mg,309114
Cephalexin Capsules 250 Mg,309112
Clobet But Crm 0.05%,861495
Coconut Oil Comp Oint,1309239
Humalog Inj 100 Iu Ml,865098
Typherix Vaccine 25Mcg,807239
Climagest 1 Mg Tablets,202896
Syringe,721656
Minims Artificial Tears 0.44% Eye Drops,900138
Cephalexin Tabs 500 Mg,197454
Ring Pessary 1.25Cm Thick 100Mm Diameter Pvc,313138
Pneumovax Injection 0.5 Ml,1658472
Dansac Non-Sting Adhesive Remover Spray 082-01 Dansac Ltd,1311202
Pyridoxine 50Mg Capsule,849750
Influenza Merieux Vac Inact 0.5Ml Pfs,2562998
Typhim Vi Vaccine 25Microgram 0.5Ml Prefilled Syringe,1486496
Macrogol Comp Npf Sf Oral Pwdr,824586
Chloromycetin Ophthalmic Oint 1%,48008
Sympacath Aquaflate Hydrogel Coated Latex Catheter Female...,1314891
Scholl Softgrip Class 2 Sto Lar Ssl Int,1666317
Xylocaine With Adrenaline 1:200 000 Injection 2,1010763
Rabies Vaccine Solution,830467
Calmurid Hc Cream,404044
Depo-Medrone Inj 40Mg Ml,1358612
Biocath Aquamatic Hydrogel Coated Pre-Filled Catheter Fem...,2590818
Voltarol Tab 25Mg,1600439
Salamol Steri-Neb Unit Dose Neb Soln 5Mg 2.5Ml,581660
Humulin Zn Injection 100 Units Ml,311036
Polytar Plus Liquid,2367800
Amoxycillin Capsules 500Mg,308191
Micronor Tabs,748987
Conjugated Oestrogens Vaginal Cream 625 Micrograms G,688240
Liq Paraf + Woo Alco & Whi Sof Para Eye Oin 42.5%+0.2%+57.3%,1362740
Sodium Hyaluronate Eye Drp 0.15%,1149334
Adapt Stoma Powder 7906 Hollister Ltd,581662
Fybogel Orange Sugar-Free Gluten-Free Granules -,1868847
Tegretol Prolonged Release 200Mg Tablets Novartis Pharma...,866305
Optipen Pro 1 Blue Insulin Pen 3Ml 1-60 Units Aventis,1233536
Genticin Ear Drops,310467
Fybogel Hi-Fibre Lemon 3.5G Effervescent Granules Sachets Reckitt Benckiser Healthcare Uk Ltd,1088774
Canesten Cream 1 %,2104292
Conjugated Oestrogens 625Microgram Tablets And Norgestrel...,432572
Amoxycillin 250Mg Capsules,308182
Livial 2.5Mg Tablets X84,2630670
Ensure Plus Milkshake Style Liquid Orange Abbott Laboratories Ltd,1855514
Beta Carotene Cap 4.5Mg,371044
Clomiphene Citrate 50Mg Tabs,1093059
Gf Bread,1367185
Co-Amoxiclav 375Mg Tablets,19711
Hydrosil Go Catheter Female 12Ch 71812 Bard Ltd,1438119
Silicone Gel,9774
Almond Oil Ear Drops,1305638
Typhim Vi Vaccine 25Mcg,114883
Sofradex Ear Oint,208821
Thyroxine 100Mcg Tabs,10582
Thyroxine Tablets 100Micr,10582
Simeticone 125Mg Chewable Tablets,314221
Trinordiol Contracep Tab,1551474
Lubri-Sil Aquafil Hydrogel Coated Silicone Catheter Male ...,9774
Zn+Sal Acid Paste Half Strngth,313048
Half-Inderal La Capsules,856462
Amoxycillin Tab 500Mg,308192
Sudafed Tabs.,203302
Engerix B 20 Mcg Ml - 1Ml Vial Vac 20Mcg Ml,1658157
Amoxycillin Capsules 500M,723
Forceval Soluble Tablets Alliance Pharmaceuticals Ltd,283537
Dress- It Sterile Dress Pk Med Lge Glo Richardson,902307
Hormonin Tab,208545
Calcichew-D3 Chewable Tablet Shire Pharmaceuticals Ltd,846138
Dothiepin Tab 75Mg,331850
Co-Proxamol,639194
Gaviscon Advance Oral Suspension,25655
Lift Medical Adh Remover Sach Opus Hc 5500,1790680
Meningococcal Polysaccharide Group A + C Vaccine,29501
Dothiepin Tablets 75Mg,331850
Disprin Cv Tablets 100 Mg,313323
Lotriderm Cream,1085773
Sterile Sea Water Hypertonic Aqueous Nasal Spray,361920
Aaa Spray,2284289
Canesten Cream 1%,2104292
Synalar 0.025% Ointment 50G,1191260
Prozac Caps 20Mg,104849
Tegretol Prolonged Release Tabs 400Mg,866307
Prempak -C 0.625 Tablets,1088869
Climesse Tablets,496585
Sharpsafe Disposal Unit 1.8Litre Purple Frontier Medical...,260025
Primolut N Tablets 5 Mg,2110527
Wallace Ring Pessary 1.25Cm Thick 65Mm Diameter Pvc Sm...,1728770
Gaviscon Tabs,25655
Deep Freeze Spray,667889
Naprosyn 250Mg Tablets,105898
Ortho Applicator,7602
Gaviscon Extra Strength Tablet Reckitt Benckiser Healthcare Uk Ltd,212978
Norgestrel And Conjugated Oestrogens Equine 150Micrograms + 625Micrograms Tablet,4099
Gaviscon Extra Strength Tabs,212978
Supranettes Sterile Eye Cleansing Wipes Alcon Laboratori...,1038558
Zirtek Tabs 10Mg,58930
Pvc Ring Pessary 65Mm Smiths Med,1494199
Premique 5Mg Tablets,308753
Betadine Pes 200Mg,202750
Staril Tab 10Mg,225030
Spectraban Ultra Uva Spf 6 & Uvb Spf28 Lot,266364
Viscotears Liquid Gel Tears,1374726
Chloromycetin Redidr Eye 0.5,48008
Ipratrop Brom Inha 40Mcg 200D,1797833
Ocuvite Complete Capsules Bausch & Lomb Uk Ltd,891709
Fybogel Orange Granules 3.5 Grams Sachet,1095547
Triludan Tabs 60Mg,2601101
Beconase Aqueous 0.05Mg Spr Nasal Spr.,1801243
Mediven Plus Class 1 18-21Mmhg Thigh Length Open Toe Wi...,1299655
Ventolin Inhaler 100 Micrograms Inhalation,1187868
Prempak -C 0.625 Tabs,1088869
Ipratrop Brom Inha 40Mcg 200 Dose,1797833
Vicryl Rapide Suture 2Gauge 75Cm Length With 19Mm Curved ...,1433193
Pneumovax 11 Vaccine N A,1547582
Bezalip-Mono 400 Mg Modified Release Tablets,1365899
Arthrotec 75 Tabs 75Mg + 200Mcg,1359109
Oestro Conj Tab 625Mcg,2360583
Tarcortin Cream,581494
Foley Catheter Male 14Ch,1996204
Beconase Aqueous 0.05Mg Spr Nasal Spr. 200 Dose Nasal Spray,1797916
Amoxycillin Cap 500Mg,308191
Bioxtra Dry Mouth Ultra Mild Mouthrinse R.I.S. Products Ltd,2023
Bioxtra Mouth Rinse R.I.S. Products Ltd,2023
Mfv-Ject Injection -,1594432
Ethilon Non-Absorbable Monofilament Suture 2X45Cm Blue W320,1310605
Sterile Sea Water Isotonic Aqueous Nasal Spray,361920
Sst Saliva Stimulating Tablets Sinclair Is Pharma Plc,1728770
Eucerin Atocontrol Bath & Shower Oil Beiersdorf Uk Ltd,1442719
Salamol Easi-Breathe Inh,226084
Sutures Braided Silk 45Cm 25Mm Cutting,314455
Crotamiton 10% Cream,309552
Fluzone Vac 0.5Ml Pf Syrg,2177500
Hydrotalcite 500Mg Dimethicone Act.125Mg Mix,619354
Unilet G Superlite Typ A Lance 0.66Mm 23Gauge Owen At0450,214582
Microval Contracep Tab 30Mcg,1551474
Aquasleeve Large 783694 47Cm-64Cm Coloplast Ltd,2591799
Rite-Diet Acbs Spaghetti 250G,797544
Cosopt Pres Free Eye Drops,216253
Humulin I Inj 100 Units Ml,311036
Otomize Ear Spray,2597535
Hydrocortisyl Oint 1%,203105
Daktacort Ointment N A,427163
Phenobarbitone Tabs 15 Mg Controlled Drug,8134
Graduated Compression Hosiery Thigh Length Class 2 Open To,215705
Build-Up Nutritious Shake Oral Powder 38G Sachets Strawbe...,205023
Polycrol Forte Gel Liq,1088444
Topper 8 Non-Woven Fabric Swab 4Ply Non-Sterile 10Cm X 10...,2272623
Clinifast Stockinette 7.5Cm Clinisupplies Ltd,2626480
Salicylates + Nicotinate Crm,7407
Dovobet Ointment,748281
Estring 7.5Micrograms 24Hours Vaginal Delivery System Pf...,2201654
Gynest Vaginal Applicator Type 1 Marlborough Pharmaceuti...,1426856
Salofalk 3G Gastro-Resistant Modified-Release Granules Sachets Dr. Falk Pharma Uk Ltd,808921
Rite-Diet White Fibre Bread,11327
Premique Tablets 0.625Mg + 5Mg,308934
Duom Circu Kni Ope Toe Thi Stock Extra Large Medi Class 2,1010769
Ortho Gynae-T T380S Iucd,7602
Tagamet Tablets 400 Mg,152402
Rite-Diet Gf White Sliced Brd,11327
Nitrolingual Cfc-Free Pump Spray 400 Micrograms Dose,995019
Hay-Crom Aqueous Eye Drops 2% W V,1094908
Rite-Diet Gf Sliced Fibre Brd,1437978
Duom Circul Kni Ope Toe Bel Kne Stocki Large Medi Class 2,1010769
Sch Sof Cir Kni Clo Toe Bel Kne Sto Large Ssl Int Class 2,1299655
Co-Trimoxazole Tabs 480 Mg,10831
Gauze Swab Typ 13 Ligh Non-Steril 8 Ply 10Cmx10Cm Robinson,1363446
Penicillin Cap 250,834061
Juzo Soft Class 1 18-21Mmhg Thigh Length Closed Toe Wit...,1299655
Tryptizol 25Mg Tabs,42940
Ventodisks-14X8 400Mcg Refill Blister S Refi,198640
Proguid 2 Laye Syste Multi-Lay Ban Kit Ankle 22-28Cm S & N,215374
Salts Skin Prep Wipes,797544
Arnica Montana Tabs 30C,285208
Kalcipos-D 500Mg 800Unit Chewable Tablets Meda Pharmaceu...,1442442
Prempak -C 1.25 Tablets,141990
Tenormin Ls 50Mg Tabs,152414
Hepatitis B Vaccine 20Mcg Ml,1658156
Co-Proxamol 325Mg Tablets,639194
Gaviscon Liquid 500Ml,1167118
Heliclear Triple Pack 500Mg + 500Mg + 30Mg 7 Day Pack,757968
Dothiepin S F Eli 75Mg 5Ml,331850
Ceflacor Mr Tab 375,315586
Primoteston Depot Inj 250Mg 1Ml Amp,1743781
Actrapid Human Penfill 3Ml,1653196
Hepati A Puri Inactiva For Adu Vac 50 Units Ml Av Pasteur,1658100
Tegretol 400Mg Tablets,866307
Softclix Type C Lancet 0.4Mm 28Gauge Roche Diag,1305738
Gaviscon-250 Tablets,25655
Havrix Monodose,203439
Gauz Swab Typ 13 Ligh Non-Steril 8 Ply 10Cmx10Cm Clinisupp,1363446
Tylex Cap,313782
Prozac 20Mg,104849
Coal Tar Soln,2635
Betnesol-N Nose Drops,316958
Calciferol Tabs High Strength 10000 Units,1359360
E45 Dry Scalp Shampoo Reckitt Benckiser Healthcare Uk ...,1043244
Beconase Aqueous,151414
Booster Polio Vaccination,763103
Non Woven Non Sterile Fabric Swab 10Cmx10Cm Clinimed 3900,797544
Daktacort Cream N A,427163
Nitrolingual Pump Spray Spray 400 Micrograms Per Dose,995019
Nicorette Invisi Patch 25Mg,203808
Lofric Primo Catheter Male 14Ch 9601400 Astra Tech Ltd,991680
Ostomart Ostoguard No Sting Protective Skin Barrier Film Sachets Rmc3 Respond Healthcare Ltd,1368022
Fybogel 3.5G Plain S F Grans,217815
Graduated Compression Hosiery Below Knee Class 2,1310262
Lignocaine 2% Injection 5Ml,1012068
Dothiepin Hydrochloride Capsules 25Mg,199461
Bm-Accutest Colorimetric Strip S,863965
Ortho Type-B 75Mm Diaphragm,1312376
Trimovate Cream,861503
Blephaclean Wipes Thea Pharmaceuticals Ltd,1039547
Augmentin Tabs.,151392
Dienoestrol Vaginal Cream 0.01%,351068
Eucerin Dry Skin Relief Crm,1442723
Minjet Adren 1 1000 1Mg 1Ml 25 Gauge,1148141
Havrix Vaccine 720 Units Ml,1658066
Potaba 500Mg Capsules Cheplapharm Arzneimittel Gmbh,202088
Build-Up Nutritious Shake Oral Powder 38G Sachets Banana ...,205023
Macrogol Npf Oral Pwdr 10G,8516
Prempak C 1.25Mg,141990
Biocath Aquamatic Hydrogel Coated Pre-Filled Catheter Male 16Ch D226416 10Ml Balloon Bard Ltd,205336
Surgi Polyam 6 Monofilam Non-Absorba Sut Gauge 1.5 45Cm Blue,1310605
Cyclogest Sup 400,3706
Cephalexin Tabs 250 Mg,309115
Asilone Suspension 500Ml,31447
Selenium Sulphide Sh Cre 2.5,36345
Levothyroxine Tabs 25Micrograms Alphar Cox,372595
Sharpsguard Orange Container 1 Litre Daniels,1309230
Ring Pessary 1.25Cm Thick 85Mm Diameter Pvc,313138
Jobst Bella Lite Class 2 20-30Mmhg Armsleeve With Silic...,197877
Betadine Vc Kit 10% 250Ml +Applicator,211108
Menotrophin Inj,1169832
Support Elastic,1150288
Coal Tar + Salicyl Acid Sulph & Coco Oil Oint,689881
Multiload Cu 375 Iucd,1427198
Ponstan Forte Tablets 500Mg,858735
Strip Flange Retaining Bullen,285140
Dothiepin Hydrochloride 25Mg Capsules,199461
Dothiepin Caps 25 Mg,331849
Biotene Dry Mouth Antibacterial Toothpaste,545626
Avena Sativa Tabs 30C,285251
Erythrocin 500 Tablets,1668267
Depo-Provera Inj 150Mg Ml 1Ml Pf Syrg,202886
Triludan Tablets 60 Mg,2601105
Kalcipos-D 500Mg 800Unit Chewable Tablets Meda Pharmaceuticals Ltd,1442442
Rite-Diet Gf Fibre Rolls,1437978
B.M. Test 1-44 Op,6837
Viagra Tablets 100Mg,213271
Biotene Dry Mouth Antibacterial Toothpaste Original Glaxosmithkline Consumer Healthcare,545626
Clikstar Hypodermic Insulin Injection Pen Reusable For 3M...,252965
Pvc Ring Pessary 68Mm Smiths Med,1494199
Hydrocortistab 25Mg 1Ml Injection,197785
Amoxycillin Capsules 250 Mg,308182
Nizoral Shampoo 20Mg Ml,206978
Thiamine 100Mg Modified-Release Tablets,313323
Estraderm Tts 50 Patch,220372
Diphenylpyraline Hydrochloride S R Cap 5Mg,203155
Ultimate Surefit Maintenance Ring Set 15222 Imedicare ...,2283518
Diflucan Caps 150 Mg,207108
Trisequens Calender Pack,581662
Fluvirin Injection 0.5Ml Syringe S,825159
Ventodisks Disc 200Micrograms Blister,1311365
Coro-Nitro Pump Spray Cfc Free 400Mcg Dose 200 Dose Pump,202508
Pulmicort,196487
Eesiban Stockinette 10Cm E Sallis Ltd,1304974
Fucidin Hc Oint,151802
Difflam Oral Rinse S Sol 0.15,1313699
Tri-Adcortyl Ointment,10865
Hepatitis A Single Dose Vaccine 50 Units Ml,1658100
Duphar Influvac 0.5Ml,2588955
Unilet General Purpose Superlite Lancets 0.66Mm 23Gauge Owen Mumford Ltd,1012523
Serevent 50Microgram Diskhaler,203159
Oxis 12 Turbohaler 12Micrograms Actuation,2466981
Bezalip-Mono 400Mg M R Tablets,218128
Mobile Cassette Roche Diagnostics Ltd,1311376
Ener-G Low Protein Rice Bread General Dietary Ltd,232540
Sutures Braided Silk 75Cm 16Mm Cutting,314455
Premique,1307051
Comfizz Level I Male Support Vest Extra Large Xx Large Vw...,420222
Phenoxymethylpen 250Mg Tabs,89552
Appeel No Sting Medical Adhesive Remover Aerosol 3500 Cl...,1183277
Gentamycin Eye Ung,310467
Eicosapentaenoic Acid 460Mg Docosahexaenoic Acid 380Mg Capsules,1014099
Sofradex Ear Drops,220330
Moder Fle Flexte Con Bei Uro Pre Cut 30Mm Hollister 29630,94474
Genticin Eye Drops,106871
Becotide 100 Inhaler 100Mcg Actuation,151414
Eucerin Intensive 10% Foot Cream With Urea Beiersdorf Uk...,106199
Tylex Caps 30 500,198440
Half-Inderal La Capsules 80Mg,856571
Pyridoxine Caps 50Mg,639566
Movelat Cream 100G,1300889
Adcortyl In Orabase Paste 0.1%,1182888
Volumatic Type 2 Spacer Holding Chamber Device 1 Device,1306125
Dianette Tablets Mylan Ltd,27306
Co-Tenidone Tablets 100Mg,252761
Asilone Sus,852839
Sepia Tabs 30C,350376
Thyroxine Tablets 50Micrograms,10582
Arthrotec 75 Tablets 75Mg + 200Mcg,1359109
Dioralyte Sach,1309280
Panadol Advance 500Mg Tablets Glaxosmithkline Consumer Healthcare,200977
Skin-Cap Spr,1738536
Fragmin 5 000Units 0.2Ml Solution For Injection Pre-Fille...,978727
Mediven Plus Class 1 18-21Mmhg Below Knee Open Toe Lymp...,1299655
Co-Amoxiclav 250Mg Tablets,19711
Fenopron Tab 200Mg,328372
Sigvaris Magic Class 1 18-21Mmhg Thigh Length Closed To...,285140
Pseudoephed Hcl Tab 60Mg,1049167
Hyoscine Butylbromide Tabs 10 Mg,1851
Vitamin B Complex Cap,11251
Thyroxine,10582
Ensure Twocal Liquid Flavour Not Specified,2274107
Glibebclamide,4815
Bezalip Mono-Tablet 400 Mg,1365899
Beconase Aqueous 50Microgram Nasal Spray,1801243
Maxidex Eye Drops 5Ml,203705
Insuli Biphasi Isophan Porcin Via Inj Sus 30:70; 100Units Ml,358349
Insulatard Penfill 100 Iu Ml,93558
Femulen Tablets,899866
Calendula Cream,1309289
Folysil X-Tra Silicone Pre-Filled Catheter With Empty Syringe For Balloon Deflation Male 16Ch Aa8A16 Coloplast Ltd,405113
Tylex Caps 500Mg+30Mg,198440
Avena Sativa Comp Drops,285251
Canesten Cream,852074
Arsenicum Alb.Cm 3,1485046
Benzhexol Tabs 5Mgm,10811
Vaginal Contraceptive Rubber Diaphragm Flat Spring 85Mm,1324086
Adipine Mr 20 M R Tablets,218128
Comfifast Easywrap Stockinette Vest Long Sleeve Large Adu...,1364404
Laxido Orange Sf Oral Pwdr,2058501
Activ Cla 2 Circul Kni Clos Toe Unis Ribb Soc Small Activa,1299655
Hepatitis B Vaccine 20Micrograms 1Ml Adult Prefilled Syringe,798426
Zoton 30Mg Capsules,311723
Ortho-Gynol Applicator,809438
Laxido Orange Oral Powder Sachets Sugar Free Galen Ltd,1868847
Co-Amilozide 5 50Mg Tablets,199166
Influenza H1N1 Inactivated Split Virion Vaccine,2177290
Merieux Flu Vacc Pre-Filled Inj 0.5Ml,2106334
Peppermint Oil Ec,33094
Humulin S Cartridges 5 X 1.5Ml,1372744
Urea 5% Shampoo,377520
Peel-Easy Medical Adhesive Remover Spray 300714 C D Medical Ltd,2625124
Mediven 95 Class 1 18-21Mmhg Glove With Compressive Fin...,1102139
Otomize Ear Spray -,2597535
Dimotane Plus Liquid,2367800
Macrobid 100Mg M R Capsules,539712
Becodisks Discs 200 Micrograms +Device,151414
Atorvastin 10Mg,597970
Exorex Moisturising Cream Forest Laboratories Uk Ltd,2287763
Avaxim Hepatitis A Vaccine,798361
Cyklokapron Tablets 500Mg,151568
Bactrim-Roche Disper Tab,151399
Cyclo-Progynova 2Mg Calendar Pack,1362685
Pregaday Tabs,59768
Estrad Valer & Estrad Valer + Norethister Tab 1Mg+ 1Mg+1Mg,978947
Midrid Caps,891522
Co-Fluampicil Capsules 250Mg+250Mg,2037
Acti Circul Kni Clos Toe Uni Rib Soc Large Activa Class 2,220619
Activa Class 11 Unisex Ribbed Sock Size Large Toe To Knee,1044541
Belladonna Tabs 6C,375770
Phosphate Enema Form Ene 128,283100
Activa Circular Knit Closed Toe Unisex Ribbed Sock Large Activa Healthcare Ltd,1307051
Acti Circu Kni Clo Toe Bel Kne Stock Large Activa Class 2,1299655
Mobic Tabs 15Mg,152698
Guttae Timoptol 0.25%,1923428
Antox Version 1.2 Tablets Pharma Nord Uk Ltd,312935
Trimetoprim Tabs,374230
Pvc Ring Pessary 62Mm Smiths Med,1494199
Peak Flow Meter Standard Range,215502
Superdrug Multivitamin And Iron Tablets Superdrug,1087414
Carmellose Pres Free Eye Drops 0.5% Blumont,1188426
Co-Amoxiclav Tab 500Mg 125Mg,19711
Bioxtra Dry Mouth Ultra Mild Mouthrinse R.I.S. Products ...,2023
Oestrogens Conjugated O.625,310197
Diphtheria & Tetanus Adsorbed Adult Vaccine -,807277
Daktacort Hc Crm,404044
Indomethacin Caps S R 75 Mg,316085
Dienoestrol With Applicator Cre 0.02%,351068
Levomenthol 0.3% Ointment,1046531
Peppermint Water Conc,33093
Opticrom 2 % Eye Drops Aqueous,1094908
Stomahesive Paste S105 Convatec Ltd,581662
Lignospan Special Inj,544473
Filmated Non-Woven Fabric Swab 8Ply Non-Sterile 10Cm X 10Cm,2119390
Ensure Plus Milkshake Style Liquid Strawberry Abbott Laboratories Ltd,1855514
Prochlpzine Mal Tab 5Mg,198286
Tetanus Adsorbed Bp Vaccine 0.5Ml Amp S,798306
Scholl Softgrip Class 3 Ntrl Crclr Knt Opn T Sto Ext Ssl In,1420979
Absorbent Cotton And Viscose Ribbon Gauze Bp 1988 Sterile...,889548
Betnesol-N Drops,1311545
Ensure Shake Oral Powder 57G Sachets Flavour Not Specified,904158
Buscopan Tabs 10Mg,203547
Fybogel Hi-Fibre Orange 3.5G Effervescent Granules Sachet...,2058501
Alti Circ Kni Clo Toe Bel Kne Stoc Large Altimed Class Ii,1299655
Stiedex Lp Oily Cream 0.05 %,891631
Voltarol Active Gel Spray 4%,1600439
Voltarol Sr Tab 75Mg,1600439
Ultra Chloraseptic T 1,20772
Tegretol 100Mg Tablets,308974
Cocadamol Sol,817579
Macrodantin 100Mg Capsules,201883
Indomethacin Slow-Release Capsules 75 Mg,885580
Mucopolysacc 0.2% Sa Cre,200010
Voltarol Retard 100Mg M R Tablets,218128
Suture Polyamide Monofilament Sterile,2620843
Gauze Swab Type 13 Light Bp 1988 12Ply Non-Sterile 7.5Cm X 7.5Cm,1099937
Swabs Gauze Johnson & Johnson,852136
Arthrotec Tabs 75 Mg,1359109
Nova Minicap 829-20 Starter Hole 20Mm-50Mm Opaque Dansac...,1242887
Lifestyle Gf Bbq Chick Pies Ultrapharm,72611
Dexameth Hypromellose Eye Dps 0.1 0.5%,227142
Ortho-White Flat Diagphragm,7602
Marvelon Tablets,416784
Human Chorionic Gonadotrophin Injection 10 000 Units Amp,340705
Tetavax Adsorbed Vaccine,798302
Irrigation Tube 95215-0000 Dansac Ltd,581662
Gamma Globulin Inj 5,5666
Lifestyle Gf Madeira Cake Ultrapharm,1367185
Nova Minicap 829-20 Starter Hole 20Mm-50Mm Opaque Dansac Ltd,1242887
Pulmicort Turbohaler 400Mcg 50 Dose,196487
Ostomart Ostomist Odour Neutralising Spray Blackberry Respond Healthcare Ltd,899378
Fybogel Sf Gf Granules,232539
Estraderm Tts 25Mcg Patches,220372
Airomir Autohaler 100 Mcg Inhaler Cfc-Free Breath-Actuated,799040
Canesten Powder 1%,2104292
Co-Amoxiclav 125 Mg + 250 Mg Tablets,19711
Ethamsylate 500Mg Tablets,334703
Sofradex Ear Drops 10Ml,208813
Benorylate Sugar-Free Suspension 2G 5Ml,824586
Chiron Barrier Cream Wm102-01-A,309916
Enshake Oral Powder 96.5G Sachets Flavour Not Specified,904158
Tetanus Merieux 0.5Ml Amp,798306
Influenza Vaccine Prefilled Syringe 0.5Ml,1190919
Pepti-2000 Lf 500Ml Liquid,1185221
Trio Niltac Sting Free Medical Adhesive Remover Wipes Tr1...,1183277
Gauze Swabs Bp 1988 Type 13 Ligh Non Steril 12 Ply 10Cmx10Cm,1426856
Cephradine Syrup 250Mg 5Ml,315609
Manusept Antibacterial Hand Rub,1245230
Arthrotec Tabs 50 Mg,1359107
Sanofi Pasteur Msd Inactivated Influenza Split Virion Vaccin,2177291
Scholl Softgrip Class 2 Sto Med Ssl Int,1666317
Estraderm Tts 100 Patch,220372
Flexicare F4L Ndb 2 Flex Med 00-1201,545890
Oral Rehydration Salts Oral Pwdr,577961
Coloplast 2468,199129
Human Mixtard 30 Penfill 100 Iu Ml,1653196
Gauze Swab 8Ply Non-Sterile 10Cm X 10Cm Robinson Healthc...,857366
Bm Stix,475342
Voltarol Tab 25,1600439
Coal Tar Shampoo 5%,204681
Urea Oint 25%,199902
Becotide Rotahaler Type 4 Insufflator Inhalation Powder Allen And Hanburys Ltd,1099933
Gaviscon Original Aniseed Relief Reckitt Benckiser Healthcare Uk Ltd,25655
Tetanus Adsorbed Bp Vaccine,798306
Voltarol Sr Tab 75,1600439
Seretide 500 Accuhaler Inh,1999800
Sch Sof Cir Kni Clo Toe Men Rib Soc Large Ssl Int Class 2,311723
Estraderm Tts Patch 25Micrograms 24 Hours 2Mg Unit,998677
Neo-Medrone 0.25%X15G Cream,1542994
Carbomer 0.2% Eye Gel Blumont Pharma Ltd,235535
Foley All Silicone Catheter Male 16Ch D165816 10Ml Balloon Bard Ltd,470149
Anafranil 10Mg Capsules,857299
Heliclear Triple Pack 500Mg + 500Mg + 30Mg,757968
Vibramycin Acne Pack Cap.With Micrograns. 50Mg,702296
Foley All Silicone Catheter Female 14Ch D166114 10Ml Balloon Bard Ltd,470149
Schering Pc4 Tablets,198440
Humalog Mix 25 Inj 25:75; 100 Units Ml,752388
Coal Tar Shampoo 4.3%,205099
Diclomax Sr M R Capsules 75 Mg,218128
Cod Liver Oil Caps High Strength,2669
